UNIPROT_ID,PMID
Q92945,"['9136930', '11003644', '15175153', '17081983', '16964243', '17525332', '18691976', '18669648', '19413330', '19369195', '19690332', '20068231', '21269460', '21933836', '21406692', '22223895', '22814378', '23186163', '24275569', '24129315', '25114211', '25944712', '28112733', '17437720', '19198587']"
Q92918,"['19369195', '19690332', '21269460', '17344846', '24362026']"
P16083,"['9367528', '9050836', '15078100', '19369195', '21269460', '24275569', '10433694', '15350128', '16129418', '18254726', '18579530', '19236722']"
Q8IZS8,['11687876']
P55017,"['21613606', '23186163', '26099046', '29993276', '8900229', '22406640', '8954067', '9734597', '10988270', '10616841', '11168953', '11940055', '12008755', '12112667', '15069170', '15687331', '16429844', '17654016', '17873326', '17885550', '22009145']"
Q9NS85,[]
P49759,"['10480872', '12705895', '14759258', '17081983', '18691976', '18669648', '19168442', '19369195', '23186163', '17344846']"
Q99759,"['12761204', '12912994', '14661019', '14743216', '18691976', '19369195', '19690332', '23186163', '17344846']"
Q8TDR2,[]
Q14500,"['12032359', '20921230']"
Q8NET8,"['21593771', '25285920', '22405088', '22835024']"
P16591,"['2156206', '1990274', '7623846', '9722593', '12972546', '14517306', '16418535', '18985748', '18691976', '19339212', '19159681', '19147545', '19369195', '19738202', '20111072', '21518868', '23186163', '11994747', '1651563', '17344846']"
Q07699,"['15525788', '18464934', '19710327', '21994374', '26900580', '29992740', '30190309', '30765606', '9697698', '17928445', '19808477', '19522081', '21040232', '23148524']"
P51580,"['657528', '18484748', '18669648', '18318008', '19690332', '19608861', '21269460', '23186163', '24275569', '17243178', '7862671', '8644731', '9336428', '9177237', '9931345', '9931346', '10208641', '10751626', '16220112', '15819814', '16476125', '16789994']"
P13674,"['19159218', '21269460', '24275569', '25944712', '15456751']"
O75716,"['10364453', '18184589', '17344846', '']"
Q92887,"['10421658', '10220572', '11500505', '12441801', '16332456', '18691976', '18669648', '20068231', '21269460', '23186163', '24275569', '9425227', '10053008', '11093739', '11477083', '11266082', '22290738', '25336012']"
P51170,"['9169421', '11244092', '12167593', '12473862', '17634077', '18650438', '19017867', '22207244', '22493497', '24124190', '23547933', '26772908', '10404817', '10391210', '16959974', '18507830']"
P08620,"['8663044', '20094046', '11486033']"
P54762,"['9430661', '15340161', '8798570', '9267020', '9499402', '11713248', '12223469', '12925710', '18034775', '17344846']"
P09871,"['3007145', '6362661', '2141278', '1854725', '2007122', '7779774', '11527969', '11390518', '16335952', '19159218', '24275569', '27745832', '10775260', '12788922']"
P00918,"['4207120', '823150', '14567693', '14736710', '15218065', '15990874', '17314045', '18618712', '21269460', '24275569', '4621826', '3151019', '3151020', '1909891', '1932029', '1910042', '1336460', '1433293', '1474587', '8431430', '8485129', '8399159', '8218160', '8482389', '8262987', '8331673', '8451242', '7901850', '15299481', '15299482', '7803386', '8070585', '8142888', '7696263', '7608893', '7761440', '8639494', '8987974', '8557623', '9265618', '9398308', '9541386', '9865942', '10550681', '11015219', '11076507', '11327835', '11572683', '11802772', '12056894', '12171926', '11831900', '12166932', '11818565', '12499545', '14736236', '15453828', '15667203', '15865431', '16214338', '16134940', '16106378', '16511248', '16820676', '16290146', '16759856', '17000110', '16807956', '16506782', '16787097', '16686544', '16942027', '17125255', '17181151', '17705204', '17319692', '17330962', '17127057', '17251017', '17346964', '17540563', '17588751', '17071654', '17407288', '18266323', '18942852', '18024029', '18162396', '18374572', '18359629', '18640037', '18161740', '18461940', '18768466', '18260615', '18481843', '18723489', '19170619', '19583303', '19186056', '19206230', '19115843', '19731956', '19827837', '19778001', '19520834', '6817747', '6407977', '1928091', '1542674', '8834238', '9143915', '1002/(sici)1098-1004(1997)9:5<383::aid-humu1>3.0.co;2-5', '15300855']"
Q9BQI3,"['11036079', '18691976', '20071449', '21269460', '32197074', '32132706', '32132707', '17344846', '28501589']"
P14902,"['1907934', '14502282', '16574111', '17671174', '18026683', '18418598', '25394548', '25950090', '26155395', '23103127', '25157255', '25691885', '25970480', '16477023', '25313323']"
Q16445,['16959974']
Q92769,"['10545197', '10644367', '10888872', '10904264', '11331609', '11533236', '11739383', '12176973', '12140263', '12402037', '14633989', '12670868', '12493763', '12724404', '15456770', '15060175', '15927959', '17081983', '16820529', '18691976', '19061646', '18212045', '18669648', '18757745', '19413330', '19433865', '19343227', '19182791', '19729656', '19690332', '20068231', '21269460', '21965678', '21914818', '21549307', '21573134', '21406692', '23186163', '22926524', '24275569', '25218447', '24970816', '25772364', '25755297', '28112733', '32051553', '20392638']"
P08648,"['3033641', '10397733', '11912194', '14596610', '12907437', '12695522', '12807887', '16051604', '16754960', '17158881', '18635536', '19159218', '19349973', '21269460', '22740495', '24011356', '23186163', '24275569', '24478423', '25398877', '25944712', '29030430', '31331973', '33102950', '22451694']"
Q9UP95,"['10564083', '18669648', '19690332', '20068231', '21613606', '21406692', '23186163', '24275569']"
P05106,"['1953640', '12665801', '3801670', '2001252', '7519807', '8631894', '9618541', '10397733', '10896934', '11160695', '11940607', '11807098', '12695522', '12807887', '15156152', '15834425', '15466936', '16216233', '16051604', '16322781', '16335952', '16982628', '16263699', '17635696', '18441324', '18635536', '18088087', '18045938', '19494351', '19141530', '19578119', '19159218', '20702409', '20682778', '22492581', '23125415', '23658209', '24478423', '24789099', '25398877', '27993971', '28302677', '29030430', '28873464', '29301984', '31331973', '33436497', '33436498', '11546839', '17583734', '7878622', '2565345', '1430225', '8093349', '7694683', '8132570', '2392682', '1371279', '1602006', '1438206', '8781422', '9376589', '9215749', '9790984', '9684783', '10233432', '10391209', '11588040', '12036875', '11897046', '12083483', '12353082', '15583747', '15634267', '15748237', '18065693', '20020534', '29084015', '29380037']"
P46663,[]
P09086,"['3072196', '7859290', '10480874', '7914745']"
Q96Q40,"['12471243', '17344846', '24866247']"
Q15166,"['15772423', '16335952', '19690332', '24275569']"
P46098,"['9950429', '10521471', '12867984', '15809299', '17392525', '15293096', '16487942']"
Q13470,"['10873601', '17081983', '18974114', '18691976', '18669648', '19369195', '20068231', '21406692', '23186163', '24275569', '17344846']"
Q9UEW8,"['14988727', '17487921', '18088087', '19413330', '19690332', '19608861', '20385770', '20068231', '21269460', '21406692', '23186163']"
P19652,"['4603214', '1567356', '15253437', '15084671', '14760718', '16335952', '19159218', '19838169', '22171320', '21349832']"
P10828,"['10713182', '12039952', '11971969', '17418816', '20078863', '7746322', '12699376', '12511610', '12554782', '14673100', '15466465', '16781732', '18237438', '19926848', '18798561', '2510172', '2153155', '1846005', '1661299', '1653889', '1563081', '1314846', '1619012', '1587388', '1324420', '8381821', '8514853', '8175986', '7833659', '8664910', '1002/(sici)1098-1004(1996)7:1<79::aid-humu15>3.0.co;2-p', '8889584', '1002/(sici)1098-1004(1996)8:3<247::aid-humu8>3.0.co;2-6', '10660344', '16804041', '19268523', '', '', 'Portal']"
P52564,"['9218798', '9768359', '9841871', '10347227', '10497253', '10094049', '11104681', '10961885', '11727828', '11689443', '11279118', '11460167', '15229216', '15375157', '15550393', '15866172', '16728640', '18669648', '20364819', '20869211', '9779990', '21269460', '22802624', '23186163', '19141286']"
P28702,"['MA', '', 'RB', 'cation', '1330328', '24275569', '24129315', '26463675', '28167758', 'CIFI', '11782480', '12970175', '', '', '', 'Portal', 'Portal', 'Portal', '', 'ds', '', '', 'Retinoi']"
P51957,"['18669648', '19690332', '21685204', '22851694', '23186163', '24129315', '17344846']"
P54619,"['14722619', '17028174', '17255938', '18403135', '18691976', '21460634', '21269460', '21680840', '17307971', '17712357', '24275569', '17452784', '24352254', '25412657', '26952388']"
P51955,"['12857871', '14654843', '15358203', '15388344', '15161910', '17283141', '17621308', '17626005', '18086858', '18088087', '18691976', '18297113', '19941817', '19369195', '20599736', '20034488', '21076410', '21669869', '16280549', '23186163', '24043777', '24554434', '25704143', '26220856', '26471995', '17197699', '17344846']"
P54710,[]
Q9Y2H1,"['15037617', '12168954', '15067004', '16314523', '20068231', '21269460', '23186163', '17344846']"
P98066,"['7516184', '8797823']"
P27169,"['8382160', '8292612', '1718413', '1673382', '7638166', '10479665', '14760718', '15772423', '16335952', '16531243', '19159218', '24275569', '15098021', '8098250', '9661650', '12783936', '18987736']"
P47869,"['15024690', '29961870', '29422393', '31032849']"
Q9HC97,['16754668']
Q00537,"['18691976', '18669648', '19369195', '19690332', '21406692', '23186163', '21248752']"
Q9NWZ3,"['12496252', '12538665', '12925671', '15084582', '12637671', '16286016', '16951688', '17217339', '17337443', '16950813', '17997719', '18691976', '18669648', '19690332', '19608861', '20400509', '20068231', '21269460', '21325272', '21269878', '22814378', '23186163', '33238146', '17161373', '17312103', '20485341', '17878374', '17344846', '19663824', '21057262', '24316379']"
P30939,"['18476671', '21422162', '20945968']"
Q86VL8,"['16996621', '17509534']"
P05181,"['3675576', '2587619', '8031147', '9348445', '10553002', '18577768', '24275569', '18818195', '9058590', '9918138', '15469410']"
P07550,"['2831218', '2540197', '8521811', '7822302', '9388255', '10499588', '9924018', '11146000', '12142540', '17525332', '19424180', '19584355', '20559325', '20733053', '21602791', '25220262', '24405750', '27481942', '17952055', '17962520', '18547522', '7915137', '7706471']"
Q08289,"['17525370', '22419821', '28130356', '16959974', '17224476']"
P14210,"['1826837', '1482348', '1321034', '19576567', '22242148', '9493272', '9817840', '15167892', '20624990']"
Q9Y2K2,"['12168954', '16306228', '18669648', '19369195', '19690332', '23186163', '24275569', '29211348', '16959974', '30232230']"
Q16288,"['25196463', '25385546', '10388563', '17344846', '18293376']"
P52209,"['19608861', '21269460', '24275569']"
Q9Y2D0,"['17705204', '17314045', '19186056', '19206230']"
O15427,"['17081983', '18691976', '18669648', '20068231', '21269460', '23186163', '25944712']"
Q9Y463,"['10910078', '11980910', '14500717', '14593110', '22998443', '24827035', '17344846']"
Q15746,"['11113114', '1002/(sici)1097-4644(19991201)75:3<481::aid-jcb12>3.0.co;2-5', '12408982', '11976941', '14741352', '15825080', '16835238', '16723733', '16284075', '18710790', '18088087', '18587400', '18318008', '19413330', '19429448', '19826488', '20453870', '20375339', '20053363', '20861316', '20181817', '20139351', '21918590', '19011151', '22015949', '22814378', '24275569', '18462678', '17344846', '21055718', '28401540', '29537095', '29544503', '28602422']"
Q16816,['17344846']
Q14654,"['9831708', '12524280', '17652641', '18596924', '19357197', '20022885', '10338089', '1002/(sici)1098-1004(1999)13:5<351::aid-humu3>3.0.co;2-r', '17855752', '18280666', '22701567', '28842488', '7847376', '8923010', '8897013', '9032109', '10204114', '10391210', '12364426', '15448106', '15448107', '15292329', '15579781', '15115830', '15583126', '15807877', '15718250', '15580558', '15562009', '15784703', '15998776', '16731833', '16609879', '16429405', '16332676', '16357843', '17213273']"
O76082,"['10454528', '19349973', '19690332', '23186163', '10425211', '10480371', '10072434', '10545605', '10559218', '10612840', '1002/(sici)1098-1004(200001)15:1<118::aid-humu28>3.0.co;2-8', '10679939', '1002/(sici)1098-1004(200003)15:3<238::aid-humu4>3.0.co;2-3', '11058897', '1002/1098-1004(200011)16:5<401::aid-humu4>3.0.co;2-j', '11715001', '15617188', '15714519', '16931768', '17126586', '20027113', '20574985', '20074989', '21922592', '28841266']"
Q9UN88,[]
Q16558,"['10792058', '10489376', '12136044', '15057310']"
P06133,"['18177842', '18719240', '19159218', '24275569', '23288867']"
P16860,"['2138890', '2136732', '1914098', '1672777', '9458824', '9794555', '10880574', '16750161', '16254193', '17372040', '17349887', '17367664', '19808300', '18466803', '20489134', '21763278', '21482747', '21314817', '25339504', '16870210', '21098034']"
Q96EB6,"['11672523', '12006491', '12297502', '12939617', '15152190', '14980222', '15126506', '15469825', '14976264', '15205477', '15692560', '16079181', '16166628', '15719057', '15684044', '16964243', '16892051', '17620057', '17680780', '17290224', '17334224', '16998810', '17505061', '17964266', '17936707', '17612497', '17283066', '18004385', '18662546', '18485871', '18838864', '18329615', '18203716', '18687677', '18235501', '18235502', '19107194', '18669648', '18296641', '19413330', '19236849', '19220062', '19356714', '19690166', '19364925', '19188449', '20027304', '19690332', '20203304', '20097625', '20042607', '20100829', '20167603', '20817729', '20620956', '20670893', '19934257', '20375098', '20169165', '20975832', '21149730', '20068231', '21701047', '21305533', '21269460', '20955178', '21555002', '21933665', '21807113', '21212262', '21471201', '21504832', '21947282', '21698133', '21909281', '21245319', '21775285', '21406692', '21987377', '21890893', '22274616', '22223895', '21841822', '22814378', '23352644', '23186163', '24043310', '24415752', '24275569', '25406032', '25361978', '24824780', '25661920', '29656858', '30193097', '31722219', '']"
P29474,"['7515611', '11149895', '12446846', '16126727', '16234328', '16135813', '20213743', '23585225', '23186163', '24275569', '10074942', '12437348', '18849972', '9737779', '11740345', '16959974']"
Q8TD19,"['11864968', '12840024', '14660563', '16964243', '19001501', '18691976', '18669648', '19941817', '19369195', '19690332', '20068231', '21269460', '22223895', '23186163', '24275569', '27153399', '26633546', '26908619', '23482567', '17344846']"
P41145,"['12004055', '16431922', '17711303', '20729876', '20401607', '22437504']"
Q9UBN1,"['21172611', '21127204']"
P21964,"['8020475', '1993083', '1765063', '21269460', '21846718', '24275569', '25944712', '18486144', '8807664', '10395222', '10391209', '11559542', '15645182', '18474266', '18442637']"
P43119,"['11895442', '12488443', '27613955', '15194446']"
P31645,"['16803896', '16870614', '17506858', '17913921', '18227069', '31201246', '19270731', '30707744', '21992875', '27049939', '10391209', '14593431', '12869649', '12869766', '15108187', '15635638']"
P01100,"['2511004', '7588633', '9732876', '12134156', '16055710', '17709345', '17160021', '19690332', '22105363', '25218447', '25772364', '28112733', '7816143']"
P57059,"['16306228', '18348280', '19622832', '25839329', '29211348', '17344846']"
Q9NYY3,"['11716500', '15242618', '16160013', '19001868', '18832181', '20531387', '20352051', '21340720', '20671765', '17344846']"
Q01650,"['10391915', '10574970', '11311135', '11389679', '11564694', '11742812', '12117417', '12225859', '12824232', '16027961', '15769744', '16496379', '18691976', '18262359', '18669648', '19369195', '20068231', '21269460', '21406692', '23186163', '25998567', '25944712', '30341327', '30867591']"
Q07912,"['10587647', '10652228', '11278436', '14733946', '16288044', '16137687', '16257963', '15592455', '16247015', '17081983', '17038317', '16472662', '17494760', '18477472', '18435854', '18262180', '18691976', '18669648', '19144635', '19815557', '19369195', '20979614', '20110370', '20383201', '20333297', '20623637', '21309750', '21169560', '20432460', '23186163', '10360579', '15308621', '18993068', '17344846', '23686771']"
Q12809,"['12063277', '10837251', '9230439', '10219239', '16361248', '19690332', '23186163', '25281747', '26363003', '27916661', '9845367', '7889573', '8914737', '1002/(sici)1096-8628(19961002)65:1<27::aid-ajmg4>3.0.co;2-v', '8635257', '8877771', '9024139', '9693036', '9544837', '9452080', '10086971', '10220144', '1002/(sici)1098-1004(1999)13:4<301::aid-humu7>3.0.co;2-v', '10187793', '10517660', '10735633', '10973849', '10862094', '1002/1098-1004(200006)15:6<580::aid-humu16>3.0.co;2-0', '10753933', '11170080', '1002/1096-8628(20010201)98:4<348::aid-ajmg1109>3.0.co;2-a', '12062363', '11997281', '12442276', '12354768', '12621127', '14676148', '15051636', '15840476', '16414944', '15828882', '16922724', '19716085', '22314138']"
O14764,"['15115768', '27864847', '27932480']"
P30556,"['15809376', '19139490', '26460884', '33713620', '16116425']"
P23141,"['7980644', '9490062', '12022871', '9169443', '16024911', '16971496', '18762277', '18599737', '18485328', '21049984', '24275569', '25944712', '12725862', '12679808']"
P00378,"['6766736', '8670138', '1510919']"
Q13698,"['15001631', '19473981', '29078335', '7987325', '9199552', '18162704', '17418573', '19118277']"
P18089,"['23105096', '24114805', '27901063', '26811329']"
P10721,"['7520444', '7539802', '9038210', '9341198', '9528781', '10377264', '10397721', '11018522', '11825908', '12444928', '12878163', '12511554', '16335952', '17595334', '17904548', '19265199', '19369195', '20601678', '20147452', '21640708', '21135090', '15526160', '16129412', '15625120', '18381929', '21057534', '12824176', '15123710', '17662946', '19164557', '21030588', '1376329', '1370874', '1717985', '7691885', '7687267', '8680409', '9029028', '9450866', '1002/(sici)1096-8628(19980106)75:1<101::aid-ajmg20>3.0.co;2-p', '9657776', '9699740', '9697690', '9438854', '10362788', '9990072', '11074500', '1002/1096-8628(20001106)95:1<79::aid-ajmg16>3.0.co;2-4', '11505412', '1002/1097-0142(20010801)92:3<657::aid-cncr1367>3.0.co;2-d', '15173254', '15824741', '16175573', '17344846', '19865100', '21689725', '24289326']"
O95382,"['15489334', '18691976', '18669648', '19369195', '23186163', '16959974', '17344846']"
P02585,['978749']
P07947,"['2021534', '2067846', '7980442', '9281320', '9794236', '11901164', '16338789', '18479465', '18691976', '18669648', '19807924', '19276087', '19258394', '19369195', '21566460', '21713032', '25731159', '17418139', '17344846']"
P35368,"['18802028', '22120526', '24567387']"
Q14680,"['11802789', '12400006', '14699119', '14976552', '16266996', '15908796', '17081983', '16628004', '16216881', '16159311', '17280616', '17960622', '17722061', '18691976', '18669648', '19671159', '19369195', '19690332', '20861186', '21145462', '20420823', '21806965', '21558073', '23186163', '17344846']"
Q16513,"['15123640', '9368003', '9121475', '10226025', '10026169', '10818102', '10926925', '10792047', '11356191', '11781095', '11777936', '15364941', '17081983', '16964243', '17332740', '17924679', '18835241', '18220336', '18691976', '18669648', '19413330', '19369195', '19690332', '20188095', '20068231', '21269460', '20974804', '21754995', '23186163', '24275569', '27104747']"
Q9NY46,"['15548568', '24157691', '24497506', '28235671', '29142310', '29466837', '12610651', '26566883']"
Q15375,"['9267020', '17726105', '20126984', '16959974', '17344846']"
Q86YN6,"['12832613', '15546003', '15863669', '16132959', '18669648', '23836911', '23186163']"
Q9H1R3,['17344846']
Q99640,"['9499405', '10504341', '10373560', '12738781', '18691976', '18669648', '20068231', '23186163', '17344846']"
P19793,"['MA', '', 'RA', '1310260', '9267036', '10567404', '10195690', 'imerizatio', '11162439', '', '11259580', '11915042', '12039952', '12145331', '15047147', '14981089', '15509776', '16574651', '16912044', 'v', '17761950', '17205979', '18669648', '19786558', '20078863', '20215566', '20068231', '23186163', '24275569', '25417649', '26463675', '28112733', '28167758', '28698609', '30216632', '', '7925381', '7746322', '7760929', '', '9698548', '10698945', 'ur', '10835357', '', '10970886', '10669605', 'ura', '10882139', 'tr', '11698662', '15610733', '16107141', '18800767', '19167885', '29021580', '', '30275017', 'ha', '', '', ':1310260)', '11915042', '', '', 'tio', 'ie', '', '', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', 'Portal', '', 'ds', '', '', 'Retinoi']"
P98194,"['12707275', '14632183', '15831496', '16192278', '16332677', '18669648', '20439740', '21269460', '21187401', '23186163', '30923126', '11841554', '11874499', '28035777']"
Q9HAZ1,"['12824502', '12705895', '17081983', '18691976', '18669648', '19168442', '19369195', '23186163', '17344846']"
Q96D53,"['21269460', '25216398', '25944712', '27499296', '17344846', '24270420', '25967120']"
O95180,"['19940152', '27149520', '12891677', '15048902', '24277868', '25907736', '26637798', '27729216', '28501589', '27864847', '30197081']"
P07099,"['12878321', '21269460', '22798687', '24958911', '24275569', '25944712', '12173035', '15618730', '15535985']"
P51617,"['9430229', '10854325', '11960013', '12496252', '12860405', '12538665', '12874243', '14684752', '14625308', '15084582', '15465816', '16286016', '15767370', '16951688', '16690127', '17997719', '18691976', '18347055', '18669648', '19675569', '20400509', '17890055', '18691762', '19022706', '21269460', '23186163', '28436939', '28659487', '29883609', '33673546', '17344846']"
P30530,"['7854420', '8621659', '9178760', '10403904', '11484958', '12470648', '12364394', '12490074', '15958209', '15507525', '15733062', '17005688', '18346204', '18691976', '18840707', '19815557', '21501828', '22156524', '22673088', '25277499', '16362042', '17344846']"
Q00532,"['9000130', '29420175', '17344846']"
P05164,"['2903767', '2154223', '20332087', '1334087', '9922160', '16335952', '16740002', '19159218', '21269460', '10766826', '7840679', '11705390', '8142659', '7904599', '8621627', '9637725', '9354683', '16959974']"
O60939,"['22992729', '26894959', '30765606', '30765605', '19808477', '23559163']"
O43293,"['17126281', '11384979', '11781833', '12917339', '15292222', '15096528', '15367680', '16219639', '15910542', '15611134', '16756490', '17158456', '17953487', '1002/sita.200600112', '18995835', '18084323', '21487036', '20854903', '21169990', '21454679', '21408167', '23454120', '23186163', '18239682', '17344846']"
P33981,"['17924679', '18243099', '18691976', '18669648', '19413330', '19273613', '19369195', '19690332', '20068231', '21269460', '22814378', '23186163', '29162720', '18480048', '19120698']"
P80192,"['11325962', '11416147', '11755341', '18241037', '19369195', '23186163', '18714982', '17344846']"
O15146,"['20603078', '20596523', '25029443', '15496425', '17344846', '19949040', '20371544', '23326516', '25537362', '24183479', '25612909']"
Q9H252,"['12634931', '19139490']"
Q8TDS4,"['17932499', '21454438']"
P10635,"['15768052', '10681376', '18698000', '19965576', '20972997', '21289075', '21576599', '24275569', '16352597', '1844820', '8287064', '7845481', '7868129', '8971426', '8655150', '9241659', '10064570', '15469410', '25469868']"
P54289,"['16335952', '19159218', '22054663']"
P06401,"['11110801', '23518922', '1587864', '1517211', '8264658', '8180103', '7969170', '7476977', '8702648', '9407067', '9171245', '11041221', '10757795', '10628747', '10655479', '11546784', '12039952', '12917342', '15572662', '15798179', '16478993', '17020914', '17347654', '17717077', '17173941', '18202149', '22031296', '23186163', '9620806', '15937332']"
Q13936,"['8392192', '7737988', '9087614', '12176756', '8099908', '12181424', '15140941', '15980432', '29078335', '28119464', '29742403', '29779930', '15141227', '16299511', '16338416', '19279214', '20953164', '22518098', '15454078', '15863612', '17224476', '21248752', '23677916', '24728418', '26253506', '25260352', '25633834', '26637798', '27218670', '30345660']"
P48169,['16959974']
Q8TCC7,"['11912245', '14586168', '15644426', '15846473', '16455804', '12811365', '16291576']"
P05546,"['3907702', '1985958', '1939083', '2104620', '16335952', '19159218', '19139490', '26091039', '12169660', '2647747', '10391209', '11204559', '15337701']"
P11309,"['2837645', '1825810', '10664448', '12431783', '12680209', '12473674', '15528381', '15798097', '16356754', '18593906', '18056989', '19749799', '23186163', '15657054', '15525646', '15808862', '17344846']"
P09619,"['15340161', '2550144', '2554309', '1653029', '1709159', '1846866', '1314164', '1396585', '1313434', '1375321', '7685273', '7679113', '7691811', '7692233', '8302579', '8940081', '9373237', '10454568', '9989826', '10821867', '10805725', '11297552', '11331881', '12181402', '12907457', '15087372', '15492236', '14966296', '15902258', '17620338', '21098708', '20494825', '20529858', '21733313', '8195171', '21679854', '26279204', '25454926', '26599395', '9739761', '15207817', '17419949', '18483217', '11567151', '11882663', '20534510', '17344846', '23731542', '23731537', '24065723', '23255827']"
P35348,"['18802028', '22120526', '24567387', '8832064', '15179408', '16959974']"
Q9C098,['17344846']
Q9Y616,"['17503328', '19369195', '29686383', '33238146', '17344846']"
P05231,"['3279116', '2610854', '1883960', '7851440', '2472117', '2037043', '11080265', '12794819', '15124018', '17075861', '20823453', '22037645', '26091039', '25731159', '28265003', '30995492', '8555185', '9159484', '9118960', '12829785', '9769329', '11001912', '11355017', '12768442']"
Q13873,"['18691976', '19369195', '21976273', '29212066', '24275569', '17094948', '10903931', '11015450', '10973254', '11115378', '12358323', '12446270', '15965979', '16429395', '17344846', '24936649', '25187962', '28507310']"
P62955,"['21172611', '21127204']"
P40926,"['15592455', '19690332', '19608861', '20167786', '21269460', '21908771', '23186163', '24275569', '25944712', '27989324']"
Q9NYL2,"['12535642', '12761180', '15172994', '15342622', '15684425', '18691976', '18669648', '19413330', '19369195', '19690332', '20068231', '21269460', '21224381', '21406692', '22223895', '23186163', '24275569', '17344846', '26755636', '27816943', '30237576']"
P23280,"['17705204', '17314045', '19186056', '19206230', '4628675']"
Q9H2G2,"['18691976', '18669648', '19369195', '19690332', '20068231', '21269460', '21406692', '23186163', '24275569', '17344846', '28940097', '29288388']"
O00750,"['10805725', '11533253', '14563213', '18669648']"
P41240,"['1639064', '7683130', '9281320', '9148770', '10838081', '10790433', '11433379', '1002/1521-4141(200106)31:6<1825::aid-immu1825>3.0.co;2-v', '11181701', '14610046', '15208781', '16243715', '17525734', '19413330', '19888460', '21269460', '20851766', '21930792', '7511113', '17344846']"
P37088,"['1939532', '9575806', '9169421', '11244092', '12167593', '18650438', '18634878', '22207244', '22493497', '24124190', '23665454', '23547933', '26772908', '28130590', '10523338', '11696533', '28710092', '10404817', '10586178', '12107247', '15734793', '15853823', '16207733', '19462466']"
Q9NS40,['12634931']
Q32MK0,"['17885681', '23186163', '16959974']"
Q14012,"['12665801', '9662074', '11114197', '11395482', '12193581', '14507913', '14754892', '17442826', '17056143', '18184567', '20181577', '11749376', '18817731', '21269460', '21301225', '22814378', '23707388', '24275569', '23028635', '17344846']"
P27815,"['11306681', '15738310', '11566027', '14759258', '18669648', '19690332', '20196770', '23186163', '17727341']"
Q9HCR9,"['15800651', '16079899', '16330539', '16767104', '19690332']"
O95835,"['10831611', '15144186', '15122335', '15220930', '15688006', '17525332', '18158288', '18691976', '18669648', '19413330', '19369195', '19690332', '20303269', '19739119', '19927127', '23186163', '24275569', '28087714', '28068668', '28169360', '17344846']"
P23415,"['7920629', '14551753', '16144831', '19861413', '22715885', '22973015', '25973519', '25445488', '12667090', '15952785', '23994010', '25730860', '8298642', '7925268', '7981700', '7881416', '7611730', '8571969', '8733061', '9009272', '9067762', '1002/(sici)1098-1004(1997)9:2<185::aid-humu14>3.0.co;2-z', '10514101', '1002/1531-8249(199910)46:4<634::aid-ana12>3.0.co;2-9', '9920650', '24108130']"
O75795,"['16595710', '18719240', '18992858', '19022937', '23288867', '24275569']"
P43403,"['7528772', '7781602', '8702662', '8943331', '9151714', '9378960', '9489702', '9813084', '10037717', '10449770', '11353765', '12051764', '11828374', '1002/1521-4141(200202)32:2<568::aid-immu568>3.0.co;2-q', '12084069', '12522270', '15144186', '15143214', '16339550', '15592455', '16467082', '16461343', '19290920', '19843936', '19690332', '19608861', '20135127', '26903241', '7659156', '10078535', '10966114', '12450381', '15292186', '17512407', '8202713', '11412303', '11123350', '17344846', '18509675', '26783323']"
P36896,"['8622651', '9032295', '9892009', '11266516', '12023024', '12364468', '11909953', '12112843', '1002/1615-9861(200206)2:6<642::aid-prot642>3.0.co;2-i', '12639945', '12665502', '16720724', '18039968', '20226172', '20596523', '21377836', '17344846']"
Q9H2X6,"['11032752', '11798164', '12220523', '11925430', '11740489', '12907596', '14678985', '12851404', '12874272', '14647468', '16253240', '16601678', '17018294', '17960875', '18695000', '18093972', '18809579', '18536714', '19046997', '19369195', '19015637', '19448668', '19714248', '20637728', '20307497', '20980392', '20573984', '21145359', '21192925', '18974774', '19788416', '20234185', '20514025', '22825850', '24275569', '27211601', '28112733', '17344846']"
O14730,"['18669648', '19557502', '21269460', '22072790', '22418843', '23186163', '24807708', '25865883', '17344846']"
Q14123,"['19369195', '29860631']"
P12318,"['10397151', '8327512', '8132624', '8756631', '12690104', '10331870', '11397093', '19011614', '8636449']"
Q9BXT2,['21127204']
P25774,"['9524075', '21269460', '24275569', '25944712', '30612035', '9876921', '11856830', '17469812']"
O00305,"['10762541', '19807924', '16385006']"
P12821,"['2558109', '1649623', '8755737', '9013598', '10769174', '10969042', '10924499', '11076943', '12386153', '12459472', '12542396', '15151696', '15671045', '16335952', '19159218', '21269460', '12540854', '15236580', '16476442', '10099885', '10391210', '11551873', '14694062', '15534175', '15277638', '16116425', '25787250']"
Q06278,"['7786031', '9224775', '17022944', '18066686', '18671973', '20444863', '22031625', '22522748', '22335465', '22996261', '23857892', '24275569', '26322824', '26842593', '22279051']"
Q6FHJ7,"['10728394', '19480240', '27355534']"
Q92952,[]
P29322,"['9267020', '10498895', '11416136', '17875921', '20496116', '17344846']"
P09211,"['3979555', '3864155', '3395118', '12665801', '9150948', '2327795', '1567427', '1540159', '8433974', '9084911', '19269317', '19254954', '19608861', '21269460', '21046276', '21668448', '22223895', '22814378', '23186163', '24275569', '25944712', '1522586', '9012673', '9245401', '9398518', '9351803', '10441116', '9485454', '19396894', '19808963', 'n=glutathion']"
