UNIPROT_ID,PMID
P55263,"['19413330', '19635462', '21269460', '22814378', '24275569', '9843365', '12112843', '1002/1615-9861(200206)2:6<642::aid-prot642>3.0.co;2-i', '21963049']"
P03952,"['1998666', '2844223', '12754519', '16335952', '19159218', '14652634', '17598838']"
O43741,"['18691976', '18669648', '18318008', '19413330', '19369195', '19690332', '20068231', '21460634', '17307971', '17712357', '21269460', '21406692', '23186163', '24275569', '17851531', '21399626', '', '']"
Q14164,"['14560022', '14739303', '16281057', '16177806', '17568778', '17600090', '18583960', '18636090', '18636086', '19153231', '19369195', '20188669', '20657822', '21138416', '21464307', '22532683', '23453969', '23478265', '24882218', '27980081', '28011935', '28768861', '29251827', '17344846']"
P08235,"['1655735', '1939532', '7495694', '9141514', '9392437', '9724527', '10760050', '10935545', '11350956', '19029984', '15967794', '16061183', '15908963', '10391210', '11134129', '10884226', '12483305', '12788847', '16954160', '16959974', '16972228']"
Q16620,"['7574684', '10092678', '16335952', '20193039', '10388563', '11738045', '15494731', '17344846', '18293376', '27884935', '29100083']"
Q07954,"['1698775', '2112085', '1702392', '1618748', '10772929', '11729193', '11854294', '11907044', '12888553', '12713657', '15053742', '14764453', '15272003', '15769472', '16335952', '17124247', '19159218', '19139490', '21269460', '24275569', '32296178', '10318830', '10652313', '11735395', '16938309', '16959974', '23033978', '26142438']"
P10827,"['8910441', '9267036', '9627117', '10567404', '14673100', '18030323', '20078863', '22168587', '12699376', '16781732', '18237438', '19926848', '24969835', '26037512', '25670821', '', 'Portal']"
Q9Y233,"['16330539', '18691976', '19369195', '27058446', '27058447', '17389385', '18477562']"
P9WI81,"['12950916', '10531215', '15967413', '15985609', '15978616', '15987910', '16817899', '16980473', '16436437', '26231854', '19826007', '19121323', '20025669', '21134645', '21969609', '21423706', '21829358', '22000520', '22275220', '24706757', '25224505', '24409094', '12551895', '12548283', '16674948', '19008858', '20462494']"
Q13546,"['8612133', '9044836', '10521396', '10356400', '10358032', '10409763', '9927690', '11101870', '11116146', '11854271', '11734559', '15144186', '14754897', '15310755', '15258597', '16127453', '16603398', '17301840', '17389591', '17449468', '18450452', '18408713', '18442983', '18669648', '19524513', '19524512', '1016/j.cub.2008.11.041', '20354226', '21269460', '21455173', '21931591', '22265414', '21887730', '23186163', '23955153', '24130170', '24275569', '25459879', '25736436', '25674983', '28659487', '29883609', '29440439', '30026316', '31457011', '30988283', '23473668', '29681455', '30979585', '17344846', '31827281', '31827280']"
P23219,"['7947975', '10966456', '24605250', '25944712', '15308583']"
Q13621,"['21613606', '29993276']"
Q86UW2,"['16317684', '16269519', '16251721']"
P17405,"['8706124', '8702487', '9030779', '9393854', '12631268', '12563314', '16787399', '18088425', '17303575', '20807762', '20530211', '22573858', '25339683', '31155842', '33163980', '27349982', '27725636', '1718266', '2023926', '1885770', '1391960', '1301192', '1618760', '8051942', '8680412', '8693491', '8664904', '1002/(sici)1098-1004(1996)7:1<65::aid-humu10>3.0.co;2-q', '9266408', '9660788', '12369017', '12556236', '15221801', '15241805', '16010684', '15877209', '16472269', '18815062', '19050888', '19405096', '20386867', '21098024', '21621718', '22613662', '23430884', '22818240', '23252888', '23430512', '27338287', '26499107', '26084044', '27659707', '25920558']"
P21589,"['2173922', '19159218', '19349973', '21933152', '24275569', '23142347', '21288095', '24887587']"
P00374,"['21310276', '21269460', '21876184', '21876188', '3383852', '2248959', '1731871', '7890613', '9374868', '9719595', '12096917', '12657784', '12925791', '15039552', '15681865', '16222560', '17569517', '19196009', '19478082', '19719239', '21310277']"
P14780,"['1464361', '1653055', '1371271', '1400481', '7669817', '1645657', '1932376', '1480034', '1281792', '7683678', '10644727', '11179305', '12879005', '16512877', '18455130', '19615667', '19893577', '20800577', '20479083', '29328525', '32883094', '12077439', '12051944', '12126625', '10598806']"
P05452,"['3427041', '10614823', '24275569', '9256258', '9757090']"
Q9H0K1,"['12168954', '15454081', '18669648', '19369195', '19690332', '23322770', '23186163', '24275569', '17344846']"
Q9UEE5,"['9786912', '15940259', '18669648', '19369195', '21802008', '21489989', '23186163', '17344846']"
P19784,"['11239457', '11704824', '12393879', '16193064', '12631575', '18691976', '19387553', '19387552', '19387551', '19387550', '19387549', '19369195', '19608861', '21269460', '23186163', '19193990', '21241709', '17344846']"
Q6ZQN7,['17314201']
P17612,"['12372837', '15096524', '15642694', '15905176', '16387847', '17565987', '17693412', '17909264', '17333334', '18691976', '18836454', '18178622', '19210988', '19369195', '19690332', '20356841', '19949837', '21085490', '21269460', '21514275', '21812984', '21423175', '24275569', '25255805', '24747643', '25807930', '25944712', '16765046', '20137943', '20481595', '20732331', '21774789', '17344846', '24571724', '24700472', '24855271', '', '']"
Q16515,"['10842183', '11802773', '23034652']"
P07451,"['19186056', '19206230', '18618712', '24275569', '16042381', '17427958']"
Q13153,"['9032240', '9774440', '9528787', '10026169', '10551809', '10995762', '11733498', '11896197', '11804587', '12624090', '12876277', '14585966', '15169762', '15833848', '15611088', '16061695', '15831477', '16964243', '16278681', '17726028', '17989089', '18325335', '18716323', '18669648', '19413330', '19690332', '21269460', '21406692', '23260667', '22669945', '22814378', '23186163', '24275569', '23503467', '23633677', '25766321', '27012601', '26940976', '30290153', '10975528', '16101281', '15893667', '22153498']"
P07711,"['3342889', '3545185', '9468501', '10716919', '12754519', '15099520', '16335952', '16081529', '16339146', '18562523', '19159218', '21269460', '22905912', '24275569', '26953343', '30425301', '32142651', '32361028', '32221306', '32855215', '8896443', '9141479']"
P35590,"['15340161', '15851516', '20227369', '17344846']"
Q13233,"['12223491', '15262978', '17761173', '18220336', '18691976', '17906693', '18669648', '19413330', '19369195', '23186163', '17344846', '', 'ERIZATIO', '21129722', '', '', '', '', '']"
Q15418,"['9687510', '9430688', '10679322', '11684016', '12213813', '12832467', '15117958', '15342917', '16213824', '16223362', '16763566', '16964243', '17360704', '18722121', '18508509', '18691976', '18813292', '18669648', '19369195', '20068231', '21269460', '21406692', '23186163', '24275569', '26158630', '17965187', '17344846']"
P48061,"['8752281', '9427609', '10446158', '11069075', '1002/1521-4141(200010)30:10<2924::aid-immu2924>3.0.co;2-y', '11859124', '14525775', '16107333', '15741341', '16725153', '18802065', '19255243', '21802105', '22457824', '29301984', '9384579', '9618518', '10954912', '15588815', '17264079', '17357154', '18799424', '19551879', '20077567']"
P00747,"['122932', '126863', '142009', '4694729', '4240117', '6919539', '6094526', '9201958', '3356193', '9102401', '9054441', '7525077', '9102221', '9548733', '10077593', '10889192', '14699093', '15016824', '16043488', '18780401', '2143188', '19712047', '24275569', '27387503', '1657148', '1657149', '8054447', '8611560', '15299951', '9783753', '9521645', '10656799', '11350170', '12054798', '12456874', '15211511', '23335990', '2157850', '8181475', '8181476', '8652577', '9305949', '1986355', '8392398', '6216475', '6238949', '1427790', '9242524', '9858247', '10233898']"
P27338,"['11049757', '8665924', '8316221', '24275569', '11753429', '12913124', '15027868', '15710600', '16366596']"
P25100,['26460884']
P28222,"['8218242', '10452531', '15853772', '18476671', '20945968', '23519215', '23519210', '7802650']"
P12004,"['2882422', '9305916', '9302295', '9566895', '11595739', '11376153', '11784855', '12786946', '12522211', '15225546', '15149598', '15543136', '16510448', '17130289', '16949367', '17115032', '17108083', '18948756', '18794347', '18499658', '18703516', '19443450', '18316726', '18719106', '19419956', '19608861', '20733054', '20129063', '20227374', '19995904', '20457750', '21269460', '21549307', '21628590', '22148433', '22153967', '22681887', '22759634', '22705370', '23000965', '22704558', '22634751', '23711367', '23677613', '24115439', '24695737', '24911150', '24275569', '24561620', '24939902', '25114211', '25732820', '25772364', '26223641', '25755297', '25944712', '27462463', '27906959', '28191891', '28112733', '29290612', '30554877', '8861913', '15616578', '27084448', '26711499']"
P11362,"['8074689', '1656221', '1379697', '1379698', '7516330', '8622701', '8663044', '9716603', '9655399', '9949182', '10454568', '10861678', '1002/1096-8628(20000703)93:1<22::aid-ajmg5>3.0.co;2-u', '10688839', '11353842', '12181353', '15034873', '15117958', '16335952', '16946300', '16597617', '16481405', '16507368', '17389761', '17623664', '17311277', '18441324', '18480409', '19696444', '19261810', '19224897', '20422052', '19966287', '21765395', '12141425', '15863030', '20094046', '20117945', '26942290', '8752212', '9139660', '10830168', '11030354', '19665973', '20133753', '21454610', '7874169', '11173846', '12627230', '15001591', '15625620', '15605412', '15845591', '16470795', '16882753', '16764984', '16757108', '16606836', '17154279', '17344846', '19820032', '21700882', '22927827', '23643382', '23812909', '23041776', '24888332', '25077900', '26277103', '2']"
P28566,"['14744596', '18476671', '21422162', '20945968', '10391209']"
P23458,"['7615558', '7759950', '12200137', '11909529', '12133952', '15194700', '15277531', '19369195', '21269460', '24275569', '26027934', '19361440', '17344846']"
P11766,"['3365377', '8494891', '8460164', '16081420', '19413330', '21269460', '23186163', '24275569', '9018047']"
P21709,"['9267020', '17634955', '19118217', '20043122', '20596523', '21406692', '18728013', '17344846', '19369195']"
Q9UKE5,"['12168954', '15144186', '15342639', '18930710', '18088087', '18691976', '18669648', '19413330', '19061864', '19816403', '19369195', '20159449', '21269460', '21690388', '21406692', '23186163', '24275569', '27106596', '17344846']"
Q9UK17,"['12297301', '19213956', '21349352', '22457051', '14980207', '17187064', '16959974', '23280837', '23280838', '28895081']"
Q13627,"['14500717', '14593110', '15592455', '18691976', '19266028', '19690332', '20167603', '21294719', '21127067', '22767602', '23160955', '23415227', '23186163', '23864635', '24275569', '20981014', '22998443', '24239188', '23665168', '17344846']"
P15559,"['21269460', '21636573', '23186163', '28112733', '10543876', '10706635', '11735396', '11587640', '16700548', '1737339', '10447260', '1002/(sici)1098-1004(1999)14:1<67::aid-humu8>3.0.co;2-5']"
Q5NUL3,"['20471368', '22282525', '23809162', '24742677', '24817122', '27852822', '31761534', '22343897']"
Q01118,['24275569']
P35354,"['7947975', '7592599', '9048568', '9261177', '9545330', '11034610', '11192938', '11939906', '12391014', '16373578', '17113084', '21206090', '22942274', '22068350', '26282205', '26236990', '27642067', '10966456', '19540099', '24605250', '27710942', '26859324', '27226593', '15308583']"
P05787,"['9150948', '1371281', '1374067', '10973561', '10809736', '11781324', '11788583', '15731013', '16000376', '15846844', '17081983', '16608857', '16964243', '18691976', '18669648', '19188445', '19369195', '19608861', '20729549', '20068231', '21269460', '21908771', '21149639', '21406692', '22967762', '23186163', '24275569', '24129315', '25218447', '25114211', '28112733', '12724528']"
P09038,"['1721615', '8564983', '2435284', '3964259', '3732516', '1885605', '8663044', '10358027', '11509569', '11964394', '16257968', '18669637', '20230531', '15863030', '20094046', '22321063', '23469107', '25114211', '28302677', '29501879', '1769963', '1707542', '1849658', '1702556', '7691311', '11390973', '8885834']"
P08683,"['2434473', '10491410', '15766564']"
P48729,"['1409656', '11955436', '16964243', '18305108', '18691976', '19413330', '19369195', '19608861', '20068231', '21269460', '22814378', '23902688', '23186163', '17344846']"
P05121,"['8481516', '7522053', '9207454', '9168821', '9175705', '11384978', '15053742', '15001579', '15853774', '16862142', '17912461', '18386027', '22905912', '25808697', '27046084', '28296156', '29152572', '1731226', '7552714', '9634700', '10368279', '10731421', '9194591', '10391209']"
P04800,"['2398038', '7681660']"
Q04771,"['8555189', '9748228', '17911401', '18070108', '19369195', '20628059', '22484487', '25354296', '22977237', '16642017', '17344846', '19085907', '19330033']"
P05091,"['4065146', '15242332', '3653404', '21269460', '24275569', '10631996', '6582480', '8561277']"
O00555,"['8898206', '8988170', '11865310', '18400181', '9345107', '9302278', '10987655', '10408532', '10408533', '11409427', '11176968', '11439943', '11723274', '12420090', '15293273', '15032980', '15173248', '14718690', '16866717', '16325861', '18400034', '18602318', '19232643', '19429006', '20682717', '20129625', '21696515', '24836863', '26716990', '27476654', '27250579', '29053796', '28900389', '28742085']"
P05412,"['1846781', '8464713', '8855261', '8663478', '8837781', '9732876', '10196196', '10376527', '10995748', '11689449', '12087103', '15467742', '14739463', '17210646', '16478997', '17804415', '18650425', '18669648', '19413330', '19690332', '22083952', '20852630', '20068231', '21177766', '21406692', '22307329', '23624934', '23186163', '24559171', '24263171', '24623306', '26242913', '27458189', '28112733', '7816143', '8662824']"
P35498,"['21566136', '24497506', '28428547', '11254444', '11254445', '11359211', '11524484', '11756608', '12083760', '12566275', '12919402', '12576172', '12754708', '14672992', '12610651', '12821740', '14504318', '12535936', '14738421', '15525788', '15087100', '16122630', '15715999', '16210358', '16054936', '15944908', '16326807', '15694566', '17129991', '17054684', '17054685', '16525050', '16713920', '16458823', '17347258', '17561957', '17507202', '17397047', '17928445', '17679682', '18330841', '18021921', '17927801', '18413471', '18251839', '18031552', '18566737', '18639757', '19694741', '19783390', '19522081', '19339291', '18930999', '19332696', '19464195', '20682179', '20550552', '20452746', '20392657', '20110217', '20729507', '20431604', '19589774', '20522430', '20600615', '19563458', '20117752', '21864321', '21248271', '22092154', '22309220', '22612257', '23195492', '23662938', '23647072', '23708187', '25818041', '26311622', '26637798', '26993267', '28544625', '27864847']"
